EXIT ZONE,NETWORK,STANDING CHARGE,UNIT RATE,MIN AQ,MAX AQ,CONTRACT LENGTH,EARLIEST START DATE,MAX START DATE
NO1,North of England,0,3.335,10001,35000,48,13/03/2018,28/02/2019
NO2,North of England,0,3.335,10001,35000,48,13/03/2018,28/02/2019
NT1,London,0,3.393,10001,35000,48,13/03/2018,28/02/2019
NT2,London,0,3.393,10001,35000,48,13/03/2018,28/02/2019
NT3,London,0,3.393,10001,35000,48,13/03/2018,28/02/2019
NW1,North West,0,3.316,10001,35000,48,13/03/2018,28/02/2019
NW2,North West,0,3.316,10001,35000,48,13/03/2018,28/02/2019
SC1,Scotland,0,3.353,10001,35000,48,13/03/2018,28/02/2019
SC2,Scotland,0,3.353,10001,35000,48,13/03/2018,28/02/2019
SC4,Scotland,0,3.353,10001,35000,48,13/03/2018,28/02/2019
SE1,South of England,0,3.301,10001,35000,48,13/03/2018,28/02/2019
SE2,South of England,0,3.301,10001,35000,48,13/03/2018,28/02/2019
SO1,South of England,0,3.32,10001,35000,48,13/03/2018,28/02/2019
SO2,South of England,0,3.32,10001,35000,48,13/03/2018,28/02/2019
SW1,South West,0,3.432,10001,35000,48,13/03/2018,28/02/2019
SW2,South West,0,3.432,10001,35000,48,13/03/2018,28/02/2019
SW3,South West,0,3.432,10001,35000,48,13/03/2018,28/02/2019
WM1,West Midlands,0,3.239,10001,35000,48,13/03/2018,28/02/2019
WM2,West Midlands,0,3.239,10001,35000,48,13/03/2018,28/02/2019
WM3,West Midlands,0,3.239,10001,35000,48,13/03/2018,28/02/2019
WA1,Wales North,0,3.374,10001,35000,48,13/03/2018,28/02/2019
WA2,Wales South,0,3.278,10001,35000,48,13/03/2018,28/02/2019
EA1,East of England,0,2.953,35001,73268,48,13/03/2018,28/02/2019
EA2,East of England,0,2.953,35001,73268,48,13/03/2018,28/02/2019
EA3,East of England,0,2.953,35001,73268,48,13/03/2018,28/02/2019
EA4,East of England,0,2.953,35001,73268,48,13/03/2018,28/02/2019
EM1,East Midlands,0,2.967,35001,73268,48,13/03/2018,28/02/2019
EM2,East Midlands,0,2.967,35001,73268,48,13/03/2018,28/02/2019
EM3,East Midlands,0,2.967,35001,73268,48,13/03/2018,28/02/2019
EM4,East Midlands,0,2.967,35001,73268,48,13/03/2018,28/02/2019
NE1,North of England,0,3.114,35001,73268,48,13/03/2018,28/02/2019
NE2,North of England,0,3.114,35001,73268,48,13/03/2018,28/02/2019
NE3,North of England,0,3.114,35001,73268,48,13/03/2018,28/02/2019
NO1,North of England,0,3.114,35001,73268,48,13/03/2018,28/02/2019
NO2,North of England,0,3.114,35001,73268,48,13/03/2018,28/02/2019
NT1,London,0,3.166,35001,73268,48,13/03/2018,28/02/2019
NT2,London,0,3.166,35001,73268,48,13/03/2018,28/02/2019
NT3,London,0,3.166,35001,73268,48,13/03/2018,28/02/2019
NW1,North West,0,3.086,35001,73268,48,13/03/2018,28/02/2019
NW2,North West,0,3.086,35001,73268,48,13/03/2018,28/02/2019
SC1,Scotland,0,3.143,35001,73268,48,13/03/2018,28/02/2019
SC2,Scotland,0,3.143,35001,73268,48,13/03/2018,28/02/2019
SC4,Scotland,0,3.143,35001,73268,48,13/03/2018,28/02/2019
SE1,South of England,0,3.076,35001,73268,48,13/03/2018,28/02/2019
SE2,South of England,0,3.076,35001,73268,48,13/03/2018,28/02/2019
SO1,South of England,0,3.105,35001,73268,48,13/03/2018,28/02/2019
SO2,South of England,0,3.105,35001,73268,48,13/03/2018,28/02/2019
SW1,South West,0,3.203,35001,73268,48,13/03/2018,28/02/2019
SW2,South West,0,3.203,35001,73268,48,13/03/2018,28/02/2019
SW3,South West,0,3.203,35001,73268,48,13/03/2018,28/02/2019
WM1,West Midlands,0,3.02,35001,73268,48,13/03/2018,28/02/2019
WM2,West Midlands,0,3.02,35001,73268,48,13/03/2018,28/02/2019
WM3,West Midlands,0,3.02,35001,73268,48,13/03/2018,28/02/2019
WA1,Wales North,0,3.145,35001,73268,48,13/03/2018,28/02/2019
WA2,Wales South,0,3.057,35001,73268,48,13/03/2018,28/02/2019
EA1,East of England,0,2.591,73269,110000,48,13/03/2018,28/02/2019
EA2,East of England,0,2.591,73269,110000,48,13/03/2018,28/02/2019
EA3,East of England,0,2.591,73269,110000,48,13/03/2018,28/02/2019
EA4,East of England,0,2.591,73269,110000,48,13/03/2018,28/02/2019
EM1,East Midlands,0,2.603,73269,110000,48,13/03/2018,28/02/2019
EM2,East Midlands,0,2.603,73269,110000,48,13/03/2018,28/02/2019
EM3,East Midlands,0,2.603,73269,110000,48,13/03/2018,28/02/2019
EM4,East Midlands,0,2.603,73269,110000,48,13/03/2018,28/02/2019
NE1,North of England,0,2.756,73269,110000,48,13/03/2018,28/02/2019
NE2,North of England,0,2.756,73269,110000,48,13/03/2018,28/02/2019
NE3,North of England,0,2.756,73269,110000,48,13/03/2018,28/02/2019
NO1,North of England,0,2.756,73269,110000,48,13/03/2018,28/02/2019
NO2,North of England,0,2.756,73269,110000,48,13/03/2018,28/02/2019
NT1,London,0,2.81,73269,110000,48,13/03/2018,28/02/2019
NT2,London,0,2.81,73269,110000,48,13/03/2018,28/02/2019
NT3,London,0,2.81,73269,110000,48,13/03/2018,28/02/2019
NW1,North West,0,2.74,73269,110000,48,13/03/2018,28/02/2019
NW2,North West,0,2.74,73269,110000,48,13/03/2018,28/02/2019
SC1,Scotland,0,2.776,73269,110000,48,13/03/2018,28/02/2019
SC2,Scotland,0,2.776,73269,110000,48,13/03/2018,28/02/2019
SC4,Scotland,0,2.776,73269,110000,48,13/03/2018,28/02/2019
SE1,South of England,0,2.72,73269,110000,48,13/03/2018,28/02/2019
SE2,South of England,0,2.72,73269,110000,48,13/03/2018,28/02/2019
SO1,South of England,0,2.749,73269,110000,48,13/03/2018,28/02/2019
SO2,South of England,0,2.749,73269,110000,48,13/03/2018,28/02/2019
SW1,South West,0,2.879,73269,110000,48,13/03/2018,28/02/2019
SW2,South West,0,2.879,73269,110000,48,13/03/2018,28/02/2019
SW3,South West,0,2.879,73269,110000,48,13/03/2018,28/02/2019
WM1,West Midlands,0,2.742,73269,110000,48,13/03/2018,28/02/2019
WM2,West Midlands,0,2.742,73269,110000,48,13/03/2018,28/02/2019
WM3,West Midlands,0,2.742,73269,110000,48,13/03/2018,28/02/2019
WA1,Wales North,0,2.814,73269,110000,48,13/03/2018,28/02/2019
WA2,Wales South,0,2.729,73269,110000,48,13/03/2018,28/02/2019
EA1,East of England,0,2.534,110001,145000,48,13/03/2018,28/02/2019
EA2,East of England,0,2.534,110001,145000,48,13/03/2018,28/02/2019
EA3,East of England,0,2.534,110001,145000,48,13/03/2018,28/02/2019
EA4,East of England,0,2.534,110001,145000,48,13/03/2018,28/02/2019
EM1,East Midlands,0,2.542,110001,145000,48,13/03/2018,28/02/2019
EM2,East Midlands,0,2.542,110001,145000,48,13/03/2018,28/02/2019
EM3,East Midlands,0,2.542,110001,145000,48,13/03/2018,28/02/2019
EM4,East Midlands,0,2.542,110001,145000,48,13/03/2018,28/02/2019
NE1,North of England,0,2.688,110001,145000,48,13/03/2018,28/02/2019
NE2,North of England,0,2.688,110001,145000,48,13/03/2018,28/02/2019
NE3,North of England,0,2.688,110001,145000,48,13/03/2018,28/02/2019
NO1,North of England,0,2.691,110001,145000,48,13/03/2018,28/02/2019
NO2,North of England,0,2.691,110001,145000,48,13/03/2018,28/02/2019
NT1,London,0,2.736,110001,145000,48,13/03/2018,28/02/2019
NT2,London,0,2.736,110001,145000,48,13/03/2018,28/02/2019
NT3,London,0,2.736,110001,145000,48,13/03/2018,28/02/2019
NW1,North West,0,2.683,110001,145000,48,13/03/2018,28/02/2019
NW2,North West,0,2.683,110001,145000,48,13/03/2018,28/02/2019
SC1,Scotland,0,2.709,110001,145000,48,13/03/2018,28/02/2019
SC2,Scotland,0,2.709,110001,145000,48,13/03/2018,28/02/2019
SC4,Scotland,0,2.709,110001,145000,48,13/03/2018,28/02/2019
SE1,South of England,0,2.657,110001,145000,48,13/03/2018,28/02/2019
SE2,South of England,0,2.657,110001,145000,48,13/03/2018,28/02/2019
SO1,South of England,0,2.687,110001,145000,48,13/03/2018,28/02/2019
SO2,South of England,0,2.687,110001,145000,48,13/03/2018,28/02/2019
SW1,South West,0,2.815,110001,145000,48,13/03/2018,28/02/2019
SW2,South West,0,2.815,110001,145000,48,13/03/2018,28/02/2019
SW3,South West,0,2.815,110001,145000,48,13/03/2018,28/02/2019
WM1,West Midlands,0,2.685,110001,145000,48,13/03/2018,28/02/2019
WM2,West Midlands,0,2.685,110001,145000,48,13/03/2018,28/02/2019
WM3,West Midlands,0,2.685,110001,145000,48,13/03/2018,28/02/2019
WA1,Wales North,0,2.751,110001,145000,48,13/03/2018,28/02/2019
WA2,Wales South,0,2.666,110001,145000,48,13/03/2018,28/02/2019
EA1,East of England,0,2.501,145001,220000,48,13/03/2018,28/02/2019
EA2,East of England,0,2.501,145001,220000,48,13/03/2018,28/02/2019
EA3,East of England,0,2.501,145001,220000,48,13/03/2018,28/02/2019
EA4,East of England,0,2.501,145001,220000,48,13/03/2018,28/02/2019
EM1,East Midlands,0,2.512,145001,220000,48,13/03/2018,28/02/2019
EM2,East Midlands,0,2.512,145001,220000,48,13/03/2018,28/02/2019
EM3,East Midlands,0,2.512,145001,220000,48,13/03/2018,28/02/2019
EM4,East Midlands,0,2.512,145001,220000,48,13/03/2018,28/02/2019
NE1,North of England,0,2.653,145001,220000,48,13/03/2018,28/02/2019
NE2,North of England,0,2.653,145001,220000,48,13/03/2018,28/02/2019
NE3,North of England,0,2.653,145001,220000,48,13/03/2018,28/02/2019
NO1,North of England,0,2.655,145001,220000,48,13/03/2018,28/02/2019
NO2,North of England,0,2.655,145001,220000,48,13/03/2018,28/02/2019
NT1,London,0,2.696,145001,220000,48,13/03/2018,28/02/2019
NT2,London,0,2.696,145001,220000,48,13/03/2018,28/02/2019
NT3,London,0,2.696,145001,220000,48,13/03/2018,28/02/2019
NW1,North West,0,2.653,145001,220000,48,13/03/2018,28/02/2019
NW2,North West,0,2.653,145001,220000,48,13/03/2018,28/02/2019
SC1,Scotland,0,2.675,145001,220000,48,13/03/2018,28/02/2019
SC2,Scotland,0,2.675,145001,220000,48,13/03/2018,28/02/2019
SC4,Scotland,0,2.675,145001,220000,48,13/03/2018,28/02/2019
SE1,South of England,0,2.623,145001,220000,48,13/03/2018,28/02/2019
SE2,South of England,0,2.623,145001,220000,48,13/03/2018,28/02/2019
SO1,South of England,0,2.651,145001,220000,48,13/03/2018,28/02/2019
SO2,South of England,0,2.651,145001,220000,48,13/03/2018,28/02/2019
SW1,South West,0,2.779,145001,220000,48,13/03/2018,28/02/2019
SW2,South West,0,2.779,145001,220000,48,13/03/2018,28/02/2019
SW3,South West,0,2.779,145001,220000,48,13/03/2018,28/02/2019
WM1,West Midlands,0,2.652,145001,220000,48,13/03/2018,28/02/2019
WM2,West Midlands,0,2.652,145001,220000,48,13/03/2018,28/02/2019
WM3,West Midlands,0,2.652,145001,220000,48,13/03/2018,28/02/2019
WA1,Wales North,0,2.714,145001,220000,48,13/03/2018,28/02/2019
WA2,Wales South,0,2.631,145001,220000,48,13/03/2018,28/02/2019
EA1,East of England,0,2.496,220001,293071,48,13/03/2018,28/02/2019
EA2,East of England,0,2.496,220001,293071,48,13/03/2018,28/02/2019
EA3,East of England,0,2.496,220001,293071,48,13/03/2018,28/02/2019
EA4,East of England,0,2.496,220001,293071,48,13/03/2018,28/02/2019
EM1,East Midlands,0,2.506,220001,293071,48,13/03/2018,28/02/2019
EM2,East Midlands,0,2.506,220001,293071,48,13/03/2018,28/02/2019
EM3,East Midlands,0,2.506,220001,293071,48,13/03/2018,28/02/2019
EM4,East Midlands,0,2.506,220001,293071,48,13/03/2018,28/02/2019
NE1,North of England,0,2.646,220001,293071,48,13/03/2018,28/02/2019
NE2,North of England,0,2.646,220001,293071,48,13/03/2018,28/02/2019
NE3,North of England,0,2.646,220001,293071,48,13/03/2018,28/02/2019
NO1,North of England,0,2.648,220001,293071,48,13/03/2018,28/02/2019
NO2,North of England,0,2.648,220001,293071,48,13/03/2018,28/02/2019
NT1,London,0,2.688,220001,293071,48,13/03/2018,28/02/2019
NT2,London,0,2.688,220001,293071,48,13/03/2018,28/02/2019
NT3,London,0,2.688,220001,293071,48,13/03/2018,28/02/2019
NW1,North West,0,2.652,220001,293071,48,13/03/2018,28/02/2019
NW2,North West,0,2.652,220001,293071,48,13/03/2018,28/02/2019
SC1,Scotland,0,2.671,220001,293071,48,13/03/2018,28/02/2019
SC2,Scotland,0,2.671,220001,293071,48,13/03/2018,28/02/2019
SC4,Scotland,0,2.671,220001,293071,48,13/03/2018,28/02/2019
SE1,South of England,0,2.618,220001,293071,48,13/03/2018,28/02/2019
SE2,South of England,0,2.618,220001,293071,48,13/03/2018,28/02/2019
SO1,South of England,0,2.647,220001,293071,48,13/03/2018,28/02/2019
SO2,South of England,0,2.647,220001,293071,48,13/03/2018,28/02/2019
SW1,South West,0,2.78,220001,293071,48,13/03/2018,28/02/2019
SW2,South West,0,2.78,220001,293071,48,13/03/2018,28/02/2019
SW3,South West,0,2.78,220001,293071,48,13/03/2018,28/02/2019
WM1,West Midlands,0,2.65,220001,293071,48,13/03/2018,28/02/2019
WM2,West Midlands,0,2.65,220001,293071,48,13/03/2018,28/02/2019
WM3,West Midlands,0,2.65,220001,293071,48,13/03/2018,28/02/2019
WA1,Wales North,0,2.713,220001,293071,48,13/03/2018,28/02/2019
WA2,Wales South,0,2.628,220001,293071,48,13/03/2018,28/02/2019
EA1,East of England,0,2.489,293072,350000,48,13/03/2018,28/02/2019
EA2,East of England,0,2.489,293072,350000,48,13/03/2018,28/02/2019
EA3,East of England,0,2.489,293072,350000,48,13/03/2018,28/02/2019
EA4,East of England,0,2.489,293072,350000,48,13/03/2018,28/02/2019
EM1,East Midlands,0,2.499,293072,350000,48,13/03/2018,28/02/2019
EM2,East Midlands,0,2.499,293072,350000,48,13/03/2018,28/02/2019
EM3,East Midlands,0,2.499,293072,350000,48,13/03/2018,28/02/2019
EM4,East Midlands,0,2.499,293072,350000,48,13/03/2018,28/02/2019
NE1,North of England,0,2.639,293072,350000,48,13/03/2018,28/02/2019
NE2,North of England,0,2.639,293072,350000,48,13/03/2018,28/02/2019
NE3,North of England,0,2.639,293072,350000,48,13/03/2018,28/02/2019
NO1,North of England,0,2.64,293072,350000,48,13/03/2018,28/02/2019
NO2,North of England,0,2.64,293072,350000,48,13/03/2018,28/02/2019
NT1,London,0,2.679,293072,350000,48,13/03/2018,28/02/2019
NT2,London,0,2.679,293072,350000,48,13/03/2018,28/02/2019
NT3,London,0,2.679,293072,350000,48,13/03/2018,28/02/2019
NW1,North West,0,2.647,293072,350000,48,13/03/2018,28/02/2019
NW2,North West,0,2.647,293072,350000,48,13/03/2018,28/02/2019
SC1,Scotland,0,2.663,293072,350000,48,13/03/2018,28/02/2019
SC2,Scotland,0,2.663,293072,350000,48,13/03/2018,28/02/2019
SC4,Scotland,0,2.663,293072,350000,48,13/03/2018,28/02/2019
SE1,South of England,0,2.612,293072,350000,48,13/03/2018,28/02/2019
SE2,South of England,0,2.612,293072,350000,48,13/03/2018,28/02/2019
SO1,South of England,0,2.64,293072,350000,48,13/03/2018,28/02/2019
SO2,South of England,0,2.64,293072,350000,48,13/03/2018,28/02/2019
SW1,South West,0,2.772,293072,350000,48,13/03/2018,28/02/2019
SW2,South West,0,2.772,293072,350000,48,13/03/2018,28/02/2019
SW3,South West,0,2.772,293072,350000,48,13/03/2018,28/02/2019
WM1,West Midlands,0,2.645,293072,350000,48,13/03/2018,28/02/2019
WM2,West Midlands,0,2.645,293072,350000,48,13/03/2018,28/02/2019
WM3,West Midlands,0,2.645,293072,350000,48,13/03/2018,28/02/2019
WA1,Wales North,0,2.706,293072,350000,48,13/03/2018,28/02/2019
WA2,Wales South,0,2.621,293072,350000,48,13/03/2018,28/02/2019
EA1,East of England,0,2.484,350001,400000,48,13/03/2018,28/02/2019
EA2,East of England,0,2.484,350001,400000,48,13/03/2018,28/02/2019
EA3,East of England,0,2.484,350001,400000,48,13/03/2018,28/02/2019
EA4,East of England,0,2.484,350001,400000,48,13/03/2018,28/02/2019
EM1,East Midlands,0,2.495,350001,400000,48,13/03/2018,28/02/2019
EM2,East Midlands,0,2.495,350001,400000,48,13/03/2018,28/02/2019
EM3,East Midlands,0,2.495,350001,400000,48,13/03/2018,28/02/2019
EM4,East Midlands,0,2.495,350001,400000,48,13/03/2018,28/02/2019
NE1,North of England,0,2.633,350001,400000,48,13/03/2018,28/02/2019
NE2,North of England,0,2.633,350001,400000,48,13/03/2018,28/02/2019
NE3,North of England,0,2.633,350001,400000,48,13/03/2018,28/02/2019
NO1,North of England,0,2.634,350001,400000,48,13/03/2018,28/02/2019
NO2,North of England,0,2.634,350001,400000,48,13/03/2018,28/02/2019
NT1,London,0,2.672,350001,400000,48,13/03/2018,28/02/2019
NT2,London,0,2.672,350001,400000,48,13/03/2018,28/02/2019
NT3,London,0,2.672,350001,400000,48,13/03/2018,28/02/2019
NW1,North West,0,2.643,350001,400000,48,13/03/2018,28/02/2019
NW2,North West,0,2.643,350001,400000,48,13/03/2018,28/02/2019
SC1,Scotland,0,2.657,350001,400000,48,13/03/2018,28/02/2019
SC2,Scotland,0,2.657,350001,400000,48,13/03/2018,28/02/2019
SC4,Scotland,0,2.657,350001,400000,48,13/03/2018,28/02/2019
SE1,South of England,0,2.606,350001,400000,48,13/03/2018,28/02/2019
SE2,South of England,0,2.606,350001,400000,48,13/03/2018,28/02/2019
SO1,South of England,0,2.634,350001,400000,48,13/03/2018,28/02/2019
SO2,South of England,0,2.634,350001,400000,48,13/03/2018,28/02/2019
SW1,South West,0,2.766,350001,400000,48,13/03/2018,28/02/2019
SW2,South West,0,2.766,350001,400000,48,13/03/2018,28/02/2019
SW3,South West,0,2.766,350001,400000,48,13/03/2018,28/02/2019
WM1,West Midlands,0,2.639,350001,400000,48,13/03/2018,28/02/2019
WM2,West Midlands,0,2.639,350001,400000,48,13/03/2018,28/02/2019
WM3,West Midlands,0,2.639,350001,400000,48,13/03/2018,28/02/2019
WA1,Wales North,0,2.7,350001,400000,48,13/03/2018,28/02/2019
WA2,Wales South,0,2.615,350001,400000,48,13/03/2018,28/02/2019
EA1,East of England,0,2.498,400001,450000,48,13/03/2018,28/02/2019
EA2,East of England,0,2.498,400001,450000,48,13/03/2018,28/02/2019
EA3,East of England,0,2.498,400001,450000,48,13/03/2018,28/02/2019
EA4,East of England,0,2.498,400001,450000,48,13/03/2018,28/02/2019
EM1,East Midlands,0,2.508,400001,450000,48,13/03/2018,28/02/2019
EM2,East Midlands,0,2.508,400001,450000,48,13/03/2018,28/02/2019
EM3,East Midlands,0,2.508,400001,450000,48,13/03/2018,28/02/2019
EM4,East Midlands,0,2.508,400001,450000,48,13/03/2018,28/02/2019
NE1,North of England,0,2.646,400001,450000,48,13/03/2018,28/02/2019
NE2,North of England,0,2.646,400001,450000,48,13/03/2018,28/02/2019
NE3,North of England,0,2.646,400001,450000,48,13/03/2018,28/02/2019
NO1,North of England,0,2.648,400001,450000,48,13/03/2018,28/02/2019
NO2,North of England,0,2.648,400001,450000,48,13/03/2018,28/02/2019
NT1,London,0,2.684,400001,450000,48,13/03/2018,28/02/2019
NT2,London,0,2.684,400001,450000,48,13/03/2018,28/02/2019
NT3,London,0,2.684,400001,450000,48,13/03/2018,28/02/2019
NW1,North West,0,2.656,400001,450000,48,13/03/2018,28/02/2019
NW2,North West,0,2.656,400001,450000,48,13/03/2018,28/02/2019
SC1,Scotland,0,2.671,400001,450000,48,13/03/2018,28/02/2019
SC2,Scotland,0,2.671,400001,450000,48,13/03/2018,28/02/2019
SC4,Scotland,0,2.671,400001,450000,48,13/03/2018,28/02/2019
SE1,South of England,0,2.619,400001,450000,48,13/03/2018,28/02/2019
SE2,South of England,0,2.619,400001,450000,48,13/03/2018,28/02/2019
SO1,South of England,0,2.648,400001,450000,48,13/03/2018,28/02/2019
SO2,South of England,0,2.648,400001,450000,48,13/03/2018,28/02/2019
SW1,South West,0,2.78,400001,450000,48,13/03/2018,28/02/2019
SW2,South West,0,2.78,400001,450000,48,13/03/2018,28/02/2019
SW3,South West,0,2.78,400001,450000,48,13/03/2018,28/02/2019
WM1,West Midlands,0,2.653,400001,450000,48,13/03/2018,28/02/2019
WM2,West Midlands,0,2.653,400001,450000,48,13/03/2018,28/02/2019
WM3,West Midlands,0,2.653,400001,450000,48,13/03/2018,28/02/2019
WA1,Wales North,0,2.714,400001,450000,48,13/03/2018,28/02/2019
WA2,Wales South,0,2.629,400001,450000,48,13/03/2018,28/02/2019
EA1,East of England,0,2.487,450001,500000,48,13/03/2018,28/02/2019
EA2,East of England,0,2.487,450001,500000,48,13/03/2018,28/02/2019
EA3,East of England,0,2.487,450001,500000,48,13/03/2018,28/02/2019
EA4,East of England,0,2.487,450001,500000,48,13/03/2018,28/02/2019
EM1,East Midlands,0,2.498,450001,500000,48,13/03/2018,28/02/2019
EM2,East Midlands,0,2.498,450001,500000,48,13/03/2018,28/02/2019
EM3,East Midlands,0,2.498,450001,500000,48,13/03/2018,28/02/2019
EM4,East Midlands,0,2.498,450001,500000,48,13/03/2018,28/02/2019
NE1,North of England,0,2.634,450001,500000,48,13/03/2018,28/02/2019
NE2,North of England,0,2.634,450001,500000,48,13/03/2018,28/02/2019
NE3,North of England,0,2.634,450001,500000,48,13/03/2018,28/02/2019
NO1,North of England,0,2.636,450001,500000,48,13/03/2018,28/02/2019
NO2,North of England,0,2.636,450001,500000,48,13/03/2018,28/02/2019
NT1,London,0,2.673,450001,500000,48,13/03/2018,28/02/2019
NT2,London,0,2.673,450001,500000,48,13/03/2018,28/02/2019
NT3,London,0,2.673,450001,500000,48,13/03/2018,28/02/2019
NW1,North West,0,2.646,450001,500000,48,13/03/2018,28/02/2019
NW2,North West,0,2.646,450001,500000,48,13/03/2018,28/02/2019
SC1,Scotland,0,2.66,450001,500000,48,13/03/2018,28/02/2019
SC2,Scotland,0,2.66,450001,500000,48,13/03/2018,28/02/2019
SC4,Scotland,0,2.66,450001,500000,48,13/03/2018,28/02/2019
SE1,South of England,0,2.608,450001,500000,48,13/03/2018,28/02/2019
SE2,South of England,0,2.608,450001,500000,48,13/03/2018,28/02/2019
SO1,South of England,0,2.637,450001,500000,48,13/03/2018,28/02/2019
SO2,South of England,0,2.637,450001,500000,48,13/03/2018,28/02/2019
SW1,South West,0,2.769,450001,500000,48,13/03/2018,28/02/2019
SW2,South West,0,2.769,450001,500000,48,13/03/2018,28/02/2019
SW3,South West,0,2.769,450001,500000,48,13/03/2018,28/02/2019
WM1,West Midlands,0,2.642,450001,500000,48,13/03/2018,28/02/2019
WM2,West Midlands,0,2.642,450001,500000,48,13/03/2018,28/02/2019
WM3,West Midlands,0,2.642,450001,500000,48,13/03/2018,28/02/2019
WA1,Wales North,0,2.703,450001,500000,48,13/03/2018,28/02/2019
WA2,Wales South,0,2.617,450001,500000,48,13/03/2018,28/02/2019

